Vehicle_Type,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Fraud_indicator,Hour,DayOfWeek,State_code
Car,A-101,Regular,Small,70,70,65,0,10,4,DL
Motorcycle,D-106,Regular,Small,0,0,70,0,2,5,DL
Truck,C-103,Regular,Large,300,300,82,0,17,3,DL
Van,B-102,Express,Medium,120,120,77,0,8,4,DL
Sedan,A-101,Regular,Medium,110,110,55,0,0,2,DL
SUV,B-102,Express,Large,140,140,67,0,15,4,DL
Bus ,C-103,Regular,Large,300,300,73,0,7,2,DL
Car,A-101,Express,Small,70,70,68,0,22,3,DL
Motorcycle,D-106,Regular,Small,0,0,75,0,14,1,DL
Truck,C-103,Express,Large,300,140,80,1,6,2,DL
Van,B-102,Regular,Medium,120,120,63,0,21,0,DL
Sedan,A-101,Express,Medium,110,110,72,0,13,2,DL
SUV,B-102,Regular,Large,140,140,58,0,4,5,DL
Bus ,C-103,Express,Large,300,300,68,0,20,1,DL
Car,A-101,Regular,Small,70,70,70,0,11,2,DL
Motorcycle,D-106,Regular,Small,0,0,75,0,3,0,DL
Truck,C-103,Regular,Large,300,300,65,0,19,3,DL
Van,B-102,Express,Medium,120,90,62,1,10,4,DL
Sedan,A-101,Regular,Medium,110,110,77,0,2,2,DL
SUV,B-102,Express,Large,140,140,80,0,17,3,DL
Bus ,C-103,Regular,Large,300,300,68,0,9,1,DL
Car,A-101,Express,Small,70,70,72,0,0,2,DL
Motorcycle,D-106,Regular,Small,0,0,75,0,15,0,DL
Truck,C-103,Express,Large,300,300,58,0,7,1,DL
Van,B-102,Regular,Medium,120,120,63,0,22,6,DL
Sedan,A-101,Express,Medium,110,110,70,0,14,1,DL
SUV,B-102,Regular,Large,140,140,74,0,5,6,DL
Bus ,C-103,Express,Large,300,300,79,0,20,0,DL
Car,A-101,Regular,Small,70,70,65,0,12,6,DL
Motorcycle,D-106,Regular,Small,0,0,68,0,3,0,DL
Truck,C-103,Regular,Large,300,300,82,0,19,5,DL
Van,B-102,Express,Medium,120,120,60,0,10,0,DL
Sedan,A-101,Regular,Medium,110,110,72,0,2,5,DL
SUV,B-102,Express,Large,140,140,75,0,17,6,DL
Bus ,C-103,Regular,Large,300,300,68,0,8,4,DL
Car,A-101,Express,Small,70,70,70,0,0,0,DL
Motorcycle,D-106,Regular,Small,0,0,55,0,15,1,DL
Truck,C-103,Express,Large,300,300,57,0,7,6,DL
Van,B-102,Regular,Medium,120,120,111,0,22,0,DL
Sedan,A-101,Express,Medium,110,110,64,0,14,2,DL
SUV,B-102,Regular,Large,140,60,118,1,5,0,DL
Bus ,C-103,Express,Large,300,300,39,0,20,1,DL
Car,A-101,Regular,Small,70,90,88,1,12,0,DL
Motorcycle,D-106,Regular,Small,0,0,55,0,3,1,DL
Truck,C-103,Regular,Large,300,300,102,0,19,6,DL
Van,B-102,Express,Medium,120,120,43,0,10,1,DL
Sedan,A-101,Regular,Medium,110,110,75,0,1,6,DL
SUV,B-102,Express,Large,140,140,40,0,17,0,DL
Bus ,C-103,Regular,Large,300,300,62,0,8,5,DL
Car,A-101,Express,Small,70,70,38,0,0,6,DL
Motorcycle,D-106,Regular,Small,0,0,65,0,15,4,DL
Truck,C-103,Express,Large,300,300,42,0,7,5,DL
Van,B-102,Regular,Medium,120,110,55,1,22,3,DL
Sedan,A-101,Express,Medium,110,110,48,0,13,5,KA
SUV,B-102,Regular,Large,140,140,50,0,5,3,KA
Bus ,C-103,Express,Large,300,300,58,0,20,4,KA
Car,A-101,Regular,Small,70,70,46,0,12,6,KA
Motorcycle,D-106,Regular,Small,0,0,53,0,3,0,KA
Truck,C-103,Regular,Large,300,110,47,1,18,5,KA
Van,B-102,Express,Medium,120,120,51,0,10,0,KA
Sedan,A-101,Regular,Medium,110,110,44,0,1,1,KA
SUV,B-102,Express,Large,140,140,59,0,17,6,KA
Bus ,C-103,Regular,Large,300,300,54,0,8,0,KA
Car,A-101,Express,Small,70,70,43,0,0,5,KA
Motorcycle,D-106,Regular,Small,0,0,56,0,15,6,KA
Truck,C-103,Express,Large,300,300,52,0,6,4,KA
Van,B-102,Regular,Medium,120,90,45,1,22,5,KA
Sedan,A-101,Express,Medium,110,110,57,0,13,4,KA
SUV,B-102,Regular,Large,140,120,49,1,5,5,KA
Bus ,C-103,Express,Large,300,300,60,0,20,3,KA
Car,A-101,Regular,Small,70,70,41,0,12,5,KA
Motorcycle,D-106,Regular,Small,0,0,63,0,3,3,KA
Truck,C-103,Regular,Large,300,300,39,0,18,4,KA
Van,B-102,Express,Medium,120,120,66,0,10,2,KA
Sedan,A-101,Regular,Medium,110,90,43,1,1,3,KA
SUV,B-102,Express,Large,140,140,61,0,17,1,KA
Bus ,C-103,Regular,Large,300,300,37,0,8,3,KA
Car,A-101,Express,Small,70,70,54,0,23,5,KA
Motorcycle,D-106,Regular,Small,0,0,46,0,15,1,KA
Truck,C-103,Express,Large,300,300,55,0,6,2,KA
Van,B-102,Regular,Medium,120,90,49,1,22,0,KA
Sedan,A-101,Express,Medium,110,110,60,0,13,3,KA
SUV,B-102,Regular,Large,140,140,42,0,5,4,KA
Bus ,C-103,Express,Large,300,300,57,0,20,2,KA
Car,A-101,Regular,Small,70,70,48,0,11,4,KA
Motorcycle,D-106,Regular,Small,0,0,52,0,3,2,KA
Truck,C-103,Regular,Large,300,300,45,0,18,3,KA
Van,B-102,Express,Medium,120,120,59,0,10,2,KA
Sedan,A-101,Regular,Medium,110,110,53,0,1,3,KA
SUV,B-102,Express,Large,140,70,47,1,17,1,KA
Bus ,C-103,Regular,Large,300,300,51,0,9,2,KA
Car,A-101,Express,Small,70,70,44,0,0,0,KA
Motorcycle,D-106,Regular,Small,0,0,58,0,16,1,KA
Truck,C-103,Express,Large,300,300,54,0,7,6,KA
Van,B-102,Regular,Medium,120,120,43,0,23,0,KA
Sedan,A-101,Express,Medium,110,110,56,0,14,5,KA
SUV,B-102,Regular,Large,140,90,50,1,5,6,KA
Bus ,C-103,Express,Large,300,300,45,0,21,4,KA
Car,A-101,Regular,Small,70,70,55,0,12,6,GA
Motorcycle,D-106,Regular,Small,0,0,48,0,4,4,GA
Truck,C-103,Regular,Large,300,300,60,0,19,0,GA
Van,B-102,Express,Medium,120,120,42,0,11,1,GA
Sedan,A-101,Regular,Medium,110,110,57,0,2,6,GA
SUV,B-102,Express,Large,140,140,49,0,17,0,GA
Bus ,C-103,Regular,Large,300,300,52,0,9,1,GA
Car,A-101,Express,Small,70,70,46,0,0,6,GA
Motorcycle,D-106,Regular,Small,0,0,58,0,16,0,GA
Truck,C-103,Express,Large,300,300,53,0,7,5,GA
Van,B-102,Regular,Medium,120,120,47,0,22,6,GA
Sedan,A-101,Express,Medium,110,70,51,1,14,5,GA
SUV,B-102,Regular,Large,140,140,44,0,5,6,GA
Bus ,C-103,Express,Large,300,300,59,0,21,4,GA
Car,A-101,Regular,Small,70,70,54,0,12,6,GA
Motorcycle,D-106,Regular,Small,0,0,43,0,4,4,GA
Truck,C-103,Regular,Large,300,120,56,1,19,5,GA
Van,B-102,Express,Medium,120,90,50,1,10,4,GA
Sedan,A-101,Regular,Medium,110,110,45,0,2,5,GA
SUV,B-102,Express,Large,140,140,55,0,17,3,GA
Bus ,C-103,Regular,Large,300,300,48,0,9,5,GA
Car,A-101,Express,Small,70,0,60,1,0,3,GA
Motorcycle,D-106,Regular,Small,0,0,42,0,15,4,GA
Truck,C-103,Express,Large,300,100,57,1,7,6,GA
Van,B-102,Regular,Medium,120,120,49,0,22,0,GA
Sedan,A-101,Express,Medium,110,110,52,0,14,5,GA
SUV,B-102,Regular,Large,140,140,46,0,5,6,GA
Bus ,C-103,Express,Large,300,300,58,0,21,0,GA
Car,A-101,Regular,Small,70,70,53,0,12,5,GA
Motorcycle,D-106,Regular,Small,0,0,47,0,3,6,GA
Truck,C-103,Regular,Large,300,300,51,0,19,4,GA
Van,B-102,Express,Medium,120,120,44,0,10,5,GA
Sedan,A-101,Regular,Medium,110,110,59,0,2,3,GA
SUV,B-102,Express,Large,140,140,54,0,17,4,GA
Bus ,C-103,Regular,Large,300,100,43,1,8,2,GA
Car,A-101,Express,Small,70,70,56,0,0,3,GA
Motorcycle,D-106,Regular,Small,0,0,50,0,15,1,GA
Truck,C-103,Express,Large,300,300,45,0,7,2,GA
Van,B-102,Regular,Medium,120,70,55,1,22,0,GA
Sedan,A-101,Express,Medium,110,110,48,0,14,2,GA
SUV,B-102,Regular,Large,140,140,60,0,5,0,GA
Bus ,C-103,Express,Large,300,300,42,0,20,1,GA
Car,A-101,Regular,Small,70,70,57,0,12,6,GA
Motorcycle,D-106,Regular,Small,0,0,49,0,3,0,GA
Truck,C-103,Regular,Large,300,300,52,0,19,2,GA
Van,B-102,Express,Medium,120,120,46,0,10,5,GA
Sedan,A-101,Regular,Medium,110,110,58,0,2,3,GA
SUV,B-102,Express,Large,140,140,53,0,17,4,GA
Bus ,C-103,Regular,Large,300,300,47,0,8,2,GA
Car,A-101,Express,Small,70,70,45,0,0,3,GA
Motorcycle,D-106,Regular,Small,0,0,50,0,15,1,GA
Truck,C-103,Express,Large,300,90,55,1,7,2,GA
Van,B-102,Regular,Medium,120,120,48,0,22,0,GA
Sedan,A-101,Express,Medium,110,110,60,0,13,2,GA
SUV,B-102,Regular,Large,140,140,42,0,5,0,GA
Bus ,C-103,Express,Large,300,300,57,0,20,1,GA
Car,A-101,Regular,Small,70,70,49,0,12,0,GA
Motorcycle,D-106,Regular,Small,0,0,52,0,3,1,GA
Truck,C-103,Regular,Large,300,300,46,0,19,6,GA
Van,B-102,Express,Medium,120,100,58,1,10,0,GA
Sedan,A-101,Regular,Medium,110,110,53,0,1,6,GA
SUV,B-102,Express,Large,140,140,47,0,17,0,GA
Bus ,C-103,Regular,Large,300,300,51,0,8,5,GA
Car,A-101,Express,Small,70,70,44,0,0,0,GA
Motorcycle,D-106,Regular,Small,0,0,59,0,15,5,GA
Truck,C-103,Express,Large,300,300,54,0,6,6,GA
Van,B-102,Regular,Medium,120,120,43,0,22,1,GA
Sedan,A-101,Express,Medium,110,100,56,1,13,3,GA
SUV,B-102,Regular,Large,140,110,50,1,5,1,GA
Bus ,C-103,Express,Large,300,300,45,0,20,2,GA
Car,A-101,Regular,Small,70,70,55,0,12,1,GA
Motorcycle,D-106,Regular,Small,0,0,48,0,3,2,GA
Truck,C-103,Regular,Large,300,110,60,1,18,0,GA
Van,B-102,Express,Medium,120,120,42,0,10,2,GA
Sedan,A-101,Regular,Medium,110,70,57,1,1,0,GA
SUV,B-102,Express,Large,140,140,49,0,17,1,GA
Bus ,C-103,Regular,Large,300,300,52,0,8,6,GA
Car,A-101,Express,Small,70,70,46,0,23,0,GA
Motorcycle,D-106,Regular,Small,0,0,58,0,15,6,GA
Truck,C-103,Express,Large,300,300,53,0,6,0,GA
Van,B-102,Regular,Medium,120,120,47,0,22,5,GA
Sedan,A-101,Express,Medium,110,110,51,0,13,0,GA
SUV,B-102,Regular,Large,140,140,44,0,5,5,GA
Bus ,C-103,Express,Large,300,300,59,0,20,6,GA
Car,A-101,Regular,Small,70,90,54,1,12,5,GA
Motorcycle,D-106,Regular,Small,0,0,43,0,4,6,GA
Truck,C-103,Regular,Large,300,300,56,0,19,0,GA
Van,B-102,Express,Medium,120,120,50,0,11,2,GA
Sedan,A-101,Regular,Medium,110,110,45,0,2,3,GA
SUV,B-102,Express,Large,140,140,55,0,18,1,GA
Bus ,C-103,Regular,Large,300,300,48,0,9,2,GA
Car,A-101,Express,Small,70,70,60,0,0,6,GA
Motorcycle,D-106,Regular,Small,0,0,42,0,16,0,GA
Truck,C-103,Express,Large,300,300,57,0,7,5,GA
Van,B-102,Regular,Medium,120,120,49,0,23,6,GA
Sedan,A-101,Express,Medium,110,60,52,1,14,4,GA
SUV,B-102,Regular,Large,140,140,46,0,5,5,GA
Bus ,C-103,Express,Large,300,300,58,0,21,3,GA
Car,A-101,Regular,Small,70,70,53,0,12,5,GA
Motorcycle,D-106,Regular,Small,0,0,47,0,4,3,GA
Truck,C-103,Regular,Large,300,300,51,0,19,4,MH
Van,B-102,Express,Medium,120,120,44,0,11,2,TN
Sedan,A-101,Regular,Medium,110,110,59,0,2,3,DL
SUV,B-102,Express,Large,140,140,54,0,17,1,TS
Bus ,C-103,Regular,Large,300,300,43,0,9,2,MH
Car,A-101,Express,Small,70,70,56,0,0,0,UP
Motorcycle,D-106,Regular,Small,0,0,50,0,16,1,KL
Truck,C-103,Express,Large,300,60,45,1,7,6,GJ
Van,B-102,Regular,Medium,120,110,55,1,22,0,TN
Sedan,A-101,Express,Medium,110,110,48,0,14,4,RJ
SUV,B-102,Regular,Large,140,140,60,0,5,5,DL
Bus ,C-103,Express,Large,300,300,42,0,21,3,UP
Car,A-101,Regular,Small,70,70,57,0,12,4,WB
Motorcycle,D-106,Regular,Small,0,0,49,0,4,5,MP
Truck,C-103,Regular,Large,300,300,52,0,19,2,HR
Van,B-102,Express,Medium,120,120,46,0,10,4,BR
Sedan,A-101,Regular,Medium,110,60,58,1,2,2,KA
SUV,B-102,Express,Large,140,140,53,0,17,3,AP
Bus ,C-103,Regular,Large,300,70,47,1,9,1,TS
Car,A-101,Express,Small,70,70,51,0,0,2,MH
Motorcycle,D-106,Regular,Small,0,0,44,0,16,0,KL
Truck,C-103,Express,Large,300,300,59,0,7,1,GJ
Van,B-102,Regular,Medium,120,120,54,0,22,6,TN
Sedan,A-101,Express,Medium,110,110,43,0,14,1,RJ
SUV,B-102,Regular,Large,140,140,56,0,5,6,DL
Bus ,C-103,Express,Large,300,90,50,1,21,0,UP
Car,A-101,Regular,Small,70,70,45,0,12,6,WB
Motorcycle,D-106,Regular,Small,0,0,55,0,3,0,MP
Truck,C-103,Regular,Large,300,300,48,0,19,5,HR
Van,B-102,Express,Medium,120,120,60,0,10,0,BR
Sedan,A-101,Regular,Medium,110,110,42,0,2,1,KA
SUV,B-102,Express,Large,140,90,57,1,17,4,AP
Bus ,C-103,Regular,Large,300,300,49,0,9,6,TS
Car,A-101,Express,Small,70,70,52,0,0,4,MH
Motorcycle,D-106,Regular,Small,0,0,46,0,15,5,KL
Truck,C-103,Express,Large,300,300,58,0,7,3,GJ
Van,B-102,Regular,Medium,120,120,53,0,22,4,TN
Sedan,A-101,Express,Medium,110,70,47,1,14,3,RJ
SUV,B-102,Regular,Large,140,140,51,0,5,4,DL
Bus ,C-103,Express,Large,300,300,44,0,20,2,UP
Car,A-101,Regular,Small,70,70,59,0,12,4,WB
Motorcycle,D-106,Regular,Small,0,0,54,0,3,2,MP
Truck,C-103,Regular,Large,300,300,43,0,19,3,HR
Van,B-102,Express,Medium,120,120,56,0,10,1,BR
Sedan,A-101,Regular,Medium,110,110,50,0,2,2,KA
SUV,B-102,Express,Large,140,140,45,0,17,0,TN
Bus ,C-103,Regular,Large,300,300,55,0,8,1,TS
Car,A-101,Express,Small,70,70,48,0,0,6,MH
Motorcycle,D-106,Regular,Small,0,0,60,0,15,0,KL
Truck,C-103,Express,Large,300,300,65,0,7,5,GJ
Van,B-102,Regular,Medium,120,120,78,0,22,6,TN
Sedan,A-101,Express,Medium,110,110,53,0,14,3,RJ
SUV,B-102,Regular,Large,140,140,92,0,5,4,DL
Bus ,C-103,Express,Large,300,300,60,0,20,2,UP
Car,A-101,Regular,Small,70,0,105,1,12,4,WB
Motorcycle,D-106,Regular,Small,0,0,70,0,3,2,MP
Truck,C-103,Regular,Large,300,100,88,1,19,3,HR
Van,B-102,Express,Medium,120,120,45,0,10,1,BR
Sedan,A-101,Regular,Medium,110,110,72,0,1,2,RJ
SUV,B-102,Express,Large,140,140,58,0,17,0,AP
Bus ,C-103,Regular,Large,300,110,81,1,8,1,TS
Car,A-101,Express,Small,70,70,67,0,0,6,MH
Motorcycle,D-106,Regular,Small,0,0,98,0,15,0,KL
Truck,C-103,Express,Large,300,100,50,1,7,5,GJ
Van,B-102,Regular,Medium,120,120,75,0,22,6,TN
Sedan,A-101,Express,Medium,110,110,62,0,14,4,RJ
SUV,B-102,Regular,Large,140,140,84,0,6,5,DL
Bus ,C-103,Express,Large,300,300,55,0,21,3,UP
Car,A-101,Regular,Small,70,70,80,0,13,5,WB
Motorcycle,D-106,Regular,Small,0,0,68,0,4,3,MP
Truck,C-103,Regular,Large,300,100,90,1,19,4,HR
Van,B-102,Express,Medium,120,100,48,1,11,3,BR
Sedan,A-101,Regular,Medium,110,110,77,0,2,4,KA
SUV,B-102,Express,Large,140,140,63,0,18,6,AP
Bus ,C-103,Regular,Large,300,300,87,0,9,0,TS
Car,A-101,Express,Small,70,70,52,0,1,5,MH
Motorcycle,D-106,Regular,Small,0,0,95,0,16,6,KL
Truck,C-103,Express,Large,300,300,73,0,7,0,GJ
Van,B-102,Regular,Medium,120,120,82,0,23,5,TN
Sedan,A-101,Express,Medium,110,110,57,0,14,0,RJ
SUV,B-102,Regular,Large,140,140,96,0,6,5,DL
Bus ,C-103,Express,Large,300,300,66,0,21,6,UP
Car,A-101,Regular,Small,70,70,89,0,13,4,WB
Motorcycle,D-106,Regular,Small,0,0,51,0,4,5,MP
Truck,C-103,Regular,Large,300,100,76,1,19,3,HR
Van,B-102,Express,Medium,120,120,61,0,11,4,BR
Sedan,A-101,Regular,Medium,110,110,85,0,2,2,KA
SUV,B-102,Express,Large,140,140,74,0,18,3,AP
Bus ,C-103,Regular,Large,300,120,93,1,9,1,TS
Car,A-101,Express,Small,70,70,49,0,0,2,DL
Motorcycle,D-106,Regular,Small,0,0,83,0,16,0,KL
Truck,C-103,Express,Large,300,300,59,0,7,1,GJ
Van,B-102,Regular,Medium,120,120,91,0,23,6,TN
Sedan,A-101,Express,Medium,110,70,71,1,14,1,RJ
SUV,B-102,Regular,Large,140,120,86,1,6,3,DL
Bus ,C-103,Express,Large,300,300,56,0,21,6,UP
Car,A-101,Regular,Small,70,70,79,0,12,1,WB
Motorcycle,D-106,Regular,Small,0,0,64,0,4,6,MP
Truck,C-103,Regular,Large,300,300,97,0,19,0,HR
Van,B-102,Express,Medium,120,90,69,1,11,2,BR
Sedan,A-101,Regular,Medium,110,110,94,0,2,0,UP
SUV,B-102,Express,Large,140,140,54,0,18,1,AP
Bus ,C-103,Regular,Large,300,300,81,0,9,0,TS
Car,A-101,Express,Small,70,70,65,0,0,1,MH
Motorcycle,D-106,Regular,Small,0,0,92,0,16,6,WB
Truck,C-103,Express,Large,300,300,50,0,7,1,MP
Van,B-102,Regular,Medium,120,70,75,1,23,6,HR
Sedan,A-101,Express,Medium,110,110,58,0,14,1,BR
SUV,B-102,Regular,Large,140,140,89,0,5,6,RJ
Bus ,C-103,Express,Large,300,300,44,0,21,0,DL
Car,A-101,Regular,Small,70,90,78,1,12,6,TS
Motorcycle,D-106,Regular,Small,0,0,67,0,4,0,MH
Truck,C-103,Regular,Large,300,300,95,0,19,5,KL
Van,B-102,Express,Medium,120,120,55,0,11,0,GJ
Sedan,A-101,Regular,Medium,110,110,80,0,2,5,TN
SUV,B-102,Express,Large,140,140,62,0,17,6,RJ
Bus ,C-103,Regular,Large,300,300,87,0,9,1,DL
Car,A-101,Express,Small,70,0,47,1,0,2,UP
Motorcycle,D-106,Regular,Small,0,0,73,0,16,0,WB
Truck,C-103,Express,Large,300,300,68,0,7,1,MP
Van,B-102,Regular,Medium,120,120,91,0,22,2,HR
Sedan,A-101,Express,Medium,110,110,53,0,14,0,BR
SUV,B-102,Regular,Large,140,90,82,1,5,1,KA
Bus ,C-103,Express,Large,300,300,56,0,21,6,AP
Car,A-101,Regular,Small,70,70,84,0,12,1,TS
Motorcycle,D-106,Regular,Small,0,0,69,0,4,6,MH
Truck,C-103,Regular,Large,300,300,94,0,19,0,KL
Van,B-102,Express,Medium,120,120,49,0,10,5,GJ
Sedan,A-101,Regular,Medium,110,110,76,0,2,6,TN
SUV,B-102,Express,Large,140,90,63,1,17,4,RJ
Bus ,C-103,Regular,Large,300,300,88,0,9,5,DL
Car,A-101,Express,Small,70,70,74,0,0,3,UP
Motorcycle,D-106,Regular,Small,0,0,96,0,15,4,WB
Truck,C-103,Express,Large,300,110,61,1,6,2,MP
Van,B-102,Regular,Medium,120,120,85,0,21,3,HR
Sedan,A-101,Express,Medium,115,90,52,1,13,2,BR
SUV,B-102,Regular,Large,145,145,79,0,4,3,KA
Bus ,C-103,Express,Large,330,330,66,0,20,5,AP
Car,A-101,Regular,Small,90,0,90,1,11,1,TS
Motorcycle,D-106,Regular,Small,0,0,48,0,3,2,UP
Truck,C-103,Regular,Large,330,330,77,0,19,0,KL
Van,B-102,Express,Medium,125,125,60,0,10,2,GJ
Sedan,A-101,Regular,Medium,115,115,83,0,2,3,TN
SUV,B-102,Express,Large,145,100,71,1,17,1,RJ
Bus ,C-103,Regular,Large,330,330,97,0,9,2,DL
Car,A-101,Express,Small,90,90,46,0,0,0,UP
Motorcycle,D-106,Regular,Small,0,0,81,0,15,1,WB
Truck,C-103,Express,Large,330,330,64,0,7,6,MP
Van,B-102,Regular,Medium,125,125,93,0,22,0,HR
Sedan,A-101,Express,Medium,115,0,57,1,14,6,BR
SUV,B-102,Regular,Large,145,145,86,0,5,0,KA
Bus ,C-103,Express,Large,330,330,55,0,20,5,AP
Car,A-101,Regular,Small,90,90,82,0,12,6,TS
Motorcycle,D-106,Regular,Small,0,0,63,0,3,4,MH
Truck,C-103,Regular,Large,330,90,90,1,19,5,KL
Van,B-102,Express,Medium,125,125,48,0,10,3,WB
Sedan,A-101,Regular,Medium,115,115,76,0,2,4,TN
SUV,B-102,Express,Large,145,145,58,0,17,2,RJ
Bus ,C-103,Regular,Large,330,330,87,0,8,3,DL
Car,A-101,Express,Small,90,90,67,0,0,5,UP
Motorcycle,D-106,Regular,Small,0,0,94,0,15,6,WB
Truck,C-103,Express,Large,330,330,71,0,7,4,MP
Van,B-102,Regular,Medium,125,90,89,1,22,5,HR
Sedan,A-101,Express,Medium,115,100,52,1,14,0,BR
SUV,B-102,Regular,Large,145,145,79,0,5,5,MP
Bus ,C-103,Express,Large,330,330,66,0,20,6,AP
Car,A-101,Regular,Small,90,90,95,0,12,5,TS
Motorcycle,D-106,Regular,Small,0,0,44,0,3,6,MH
Truck,C-103,Regular,Large,330,330,78,0,19,4,KL
Van,B-102,Express,Medium,125,125,61,0,10,5,HR
Sedan,A-101,Regular,Medium,115,115,85,0,2,3,TN
SUV,B-102,Express,Large,145,125,49,1,18,4,RJ
Bus ,C-103,Regular,Large,330,330,74,0,9,2,DL
Car,A-101,Express,Small,90,90,69,0,1,3,UP
Motorcycle,D-106,Regular,Small,0,0,92,0,16,1,WB
Truck,C-103,Express,Large,330,330,57,0,8,2,MP
Van,B-102,Regular,Medium,125,125,83,0,23,0,HR
Sedan,A-101,Express,Medium,115,115,68,0,14,2,BR
SUV,B-102,Regular,Large,145,145,96,0,6,0,KA
Bus ,C-103,Express,Large,330,330,46,0,21,1,AP
Car,A-101,Regular,Small,90,90,81,0,13,3,TS
Motorcycle,D-106,Regular,Small,0,0,60,0,4,6,MH
Truck,C-103,Regular,Large,330,330,88,0,19,0,KL
Van,B-102,Express,Medium,125,115,53,1,11,5,GJ
Sedan,A-101,Regular,Medium,115,100,77,1,2,6,TN
SUV,B-102,Express,Large,145,145,64,0,18,0,RJ
Bus ,C-103,Regular,Large,330,330,91,0,9,5,DL
Car,A-101,Express,Small,90,90,50,0,1,6,UP
Motorcycle,D-106,Regular,Small,0,0,75,0,16,4,WB
Truck,C-103,Express,Large,330,90,59,1,7,5,MP
Van,B-102,Regular,Medium,125,125,84,0,23,3,HR
Sedan,A-101,Express,Medium,115,115,66,0,14,5,BR
SUV,B-102,Regular,Large,145,115,93,1,6,3,BR
Bus ,C-103,Express,Large,330,330,45,0,21,4,AP
Car,A-101,Regular,Small,90,90,80,0,13,3,TS
Motorcycle,D-106,Regular,Small,0,0,62,0,4,4,MH
Truck,C-103,Regular,Large,330,330,86,0,19,2,KL
Van,B-102,Express,Medium,125,125,51,0,11,4,GJ
Sedan,A-101,Regular,Medium,115,90,73,1,2,2,TN
SUV,B-102,Express,Large,145,145,56,0,18,3,KA
Bus ,C-103,Regular,Large,330,330,82,0,9,2,AP
Car,A-101,Express,Small,90,90,70,0,0,3,TS
Motorcycle,D-106,Regular,Small,0,0,97,0,16,4,MH
Truck,C-103,Express,Large,330,330,47,0,7,5,KL
Van,B-102,Regular,Medium,125,125,84,0,23,3,GJ
Sedan,A-101,Express,Medium,115,115,65,0,14,5,TN
SUV,B-102,Regular,Large,145,145,92,0,6,6,RJ
Bus ,C-103,Express,Large,330,330,53,0,21,4,DL
Car,A-101,Regular,Small,90,90,79,0,12,6,UP
Motorcycle,D-106,Regular,Small,0,0,61,0,4,4,WB
Truck,C-103,Regular,Large,330,330,89,0,19,5,MP
Van,B-102,Express,Medium,125,125,44,0,11,3,HR
Sedan,A-101,Regular,Medium,115,115,78,0,2,4,BR
SUV,B-102,Express,Large,145,145,67,0,17,2,KA
Bus ,C-103,Regular,Large,330,115,95,1,9,3,AP
Car,A-101,Express,Small,90,90,55,0,0,1,TS
Motorcycle,D-106,Regular,Small,0,0,80,0,16,2,MH
Truck,C-103,Express,Large,330,330,62,0,7,0,KL
Van,B-102,Regular,Medium,125,125,87,0,23,1,GJ
Sedan,A-101,Express,Medium,115,115,47,0,14,0,TN
SUV,B-102,Regular,Large,145,90,73,1,5,1,RJ
Bus ,C-103,Express,Large,330,330,68,0,21,6,DL
Car,A-101,Regular,Small,90,0,91,1,12,1,UP
Motorcycle,D-106,Regular,Small,0,0,52,0,4,2,WB
Truck,C-103,Regular,Large,330,330,82,0,19,5,MP
Van,B-102,Express,Medium,125,125,56,0,11,0,HR
Sedan,A-101,Regular,Medium,115,115,84,0,2,5,BR
SUV,B-102,Express,Large,145,90,69,1,17,6,KA
Bus ,C-103,Regular,Large,330,125,94,1,9,0,AP
Car,A-101,Express,Small,90,0,49,1,0,5,TS
Motorcycle,D-106,Regular,Small,0,0,76,0,16,6,MH
Truck,C-103,Express,Large,330,330,63,0,7,4,KA
Van,B-102,Regular,Medium,125,125,88,0,22,5,KA
Sedan,A-101,Express,Medium,115,115,74,0,14,3,KA
SUV,B-102,Regular,Large,145,145,96,0,5,4,KA
Bus ,C-103,Express,Large,330,330,61,0,21,2,KA
Car,A-101,Regular,Small,90,90,85,0,12,3,KA
Motorcycle,D-106,Regular,Small,0,0,52,0,4,1,KA
Truck,C-103,Regular,Large,330,330,79,0,19,2,KA
Van,B-102,Express,Medium,125,90,66,1,10,0,KA
Sedan,A-101,Regular,Medium,115,115,90,0,2,1,KA
SUV,B-102,Express,Large,145,145,48,0,17,6,KA
Bus ,C-103,Regular,Large,330,330,77,0,9,1,KA
Car,A-101,Express,Small,90,90,60,0,0,6,KA
Motorcycle,D-106,Regular,Small,0,0,83,0,16,0,KA
Truck,C-103,Express,Large,330,330,71,0,8,3,KA
Van,B-102,Regular,Medium,125,125,97,0,23,4,KA
Sedan,A-101,Express,Medium,115,90,46,1,15,2,KA
SUV,B-102,Regular,Large,145,145,81,0,6,3,KA
Bus ,C-103,Express,Large,330,330,64,0,22,4,KA
Car,A-101,Regular,Small,90,90,93,0,13,2,KA
Motorcycle,D-106,Regular,Small,0,0,57,0,4,3,KA
Truck,C-103,Regular,Large,330,330,86,0,20,1,KA
Van,B-102,Express,Medium,125,125,55,0,11,3,KA
Sedan,A-101,Regular,Medium,115,115,82,0,3,1,KA
SUV,B-102,Express,Large,145,145,63,0,18,2,KA
Bus ,C-103,Regular,Large,330,100,90,1,10,0,KA
Car,A-101,Express,Small,90,90,48,0,1,1,KA
Motorcycle,D-106,Regular,Small,0,0,76,0,16,6,KA
Truck,C-103,Express,Large,330,330,58,0,8,0,KA
